# owner	field	kind	target
CTacticalSet	Array	link	CTacticalLink
CTalent	Abil	link	CAbilLink
CTalent	AbilityModificationArray	struct	STalentAbilityModification
CTalent	Face	link	CButtonLink
CTalent	RankArray	struct	STalentRank
CTalentProfile	Talents	link	CTalentLink
CTargetFind	CasterValidator	link	CValidatorLink
CTargetFind	TargetValidator	link	CValidatorLink
CTargetFindBestPoint	CasterValidator	link	CValidatorLink
CTargetFindBestPoint	Effect	link	CEffectLink
CTargetFindBestPoint	TargetValidator	link	CValidatorLink
CTargetFindEffect	CasterValidator	link	CValidatorLink
CTargetFindEffect	Effect	link	CEffectLink
CTargetFindEffect	TargetSorts	struct	STargetSorts
CTargetFindEffect	TargetValidator	link	CValidatorLink
CTargetFindEnumArea	Abil	link	CAbilLink
CTargetFindEnumArea	AreaArray	struct	STargetFindEnumArea
CTargetFindEnumArea	CasterValidator	link	CValidatorLink
CTargetFindEnumArea	ExcludeArray	struct	SEffectWhichUnit
CTargetFindEnumArea	ImpactLocation	struct	SEffectWhichLocation
CTargetFindEnumArea	IncludeArray	struct	SEffectWhichUnit
CTargetFindEnumArea	LaunchLocation	struct	SEffectWhichLocation
CTargetFindEnumArea	MaxCount	struct	SAccumulatedUInt32
CTargetFindEnumArea	TargetSorts	struct	STargetSorts
CTargetFindEnumArea	TargetValidator	link	CValidatorLink
CTargetFindLastAttacker	CasterValidator	link	CValidatorLink
CTargetFindLastAttacker	TargetValidator	link	CValidatorLink
CTargetFindOffset	CasterValidator	link	CValidatorLink
CTargetFindOffset	TargetValidator	link	CValidatorLink
CTargetFindOrder	Abil	link	CAbilLink
CTargetFindOrder	CasterValidator	link	CValidatorLink
CTargetFindOrder	TargetValidator	link	CValidatorLink
CTargetFindRallyPoint	CasterValidator	link	CValidatorLink
CTargetFindRallyPoint	TargetValidator	link	CValidatorLink
CTargetFindSet	Array	link	CTargetFindLink
CTargetFindSet	CasterValidator	link	CValidatorLink
CTargetFindSet	TargetValidator	link	CValidatorLink
CTargetFindWorkerRallyPoint	CasterValidator	link	CValidatorLink
CTargetFindWorkerRallyPoint	TargetValidator	link	CValidatorLink
CTargetSort	WhichUnit	struct	SEffectWhichUnit
CTargetSortAlliance	WhichUnit	struct	SEffectWhichUnit
CTargetSortAlliance	WithPlayer	struct	SEffectWhichPlayer
CTargetSortAngle	ImpactLocation	struct	SEffectWhichLocation
CTargetSortAngle	LaunchLocation	struct	SEffectWhichLocation
CTargetSortAngle	WhichUnit	struct	SEffectWhichUnit
CTargetSortBehaviorCount	Behavior	link	CBehaviorLink
CTargetSortBehaviorCount	WhichUnit	struct	SEffectWhichUnit
CTargetSortBehaviorDuration	Behavior	link	CBehaviorLink
CTargetSortBehaviorDuration	WhichUnit	struct	SEffectWhichUnit
CTargetSortChargeCount	Ability	link	CAbilLink
CTargetSortChargeCount	WhichUnit	struct	SEffectWhichUnit
CTargetSortChargeRegen	Ability	link	CAbilLink
CTargetSortChargeRegen	WhichUnit	struct	SEffectWhichUnit
CTargetSortCooldown	Ability	link	CAbilLink
CTargetSortCooldown	WhichUnit	struct	SEffectWhichUnit
CTargetSortDistance	WhichLocation	struct	SEffectWhichLocation
CTargetSortDistance	WhichUnit	struct	SEffectWhichUnit
CTargetSortField	WhichUnit	struct	SEffectWhichUnit
CTargetSortInterruptible	WhichUnit	struct	SEffectWhichUnit
CTargetSortMarker	WhichUnit	struct	SEffectWhichUnit
CTargetSortPowerSourceLevel	Behavior	link	CBehaviorLink
CTargetSortPowerSourceLevel	WhichUnit	struct	SEffectWhichUnit
CTargetSortPowerUserLevel	Behavior	link	CBehaviorLink
CTargetSortPowerUserLevel	WhichUnit	struct	SEffectWhichUnit
CTargetSortPriority	WhichUnit	struct	SEffectWhichUnit
CTargetSortRandom	WhichUnit	struct	SEffectWhichUnit
CTargetSortValidator	Validator	link	CValidatorLink
CTargetSortValidator	WhichUnit	struct	SEffectWhichUnit
CTargetSortVeterancy	Behavior	link	CBehaviorLink
CTargetSortVeterancy	WhichUnit	struct	SEffectWhichUnit
CTargetSortVital	WhichUnit	struct	SEffectWhichUnit
CTargetSortVitalFraction	WhichUnit	struct	SEffectWhichUnit
CTerrain	Ambience	link	CSoundtrackLink
CTerrain	BlendTextures	link	CTerrainTexLink
CTerrain	Camera	link	CCameraLink
CTerrain	CliffSets	link	CCliffLink
CTerrain	CreepSettingsArray	struct	SCreepSettings
CTerrain	DSPArray	struct	SDSPArray
CTerrain	DSPArrayMasterOutput	link	CDSPLink
CTerrain	FixedSkyboxModel	link	CModelLink
CTerrain	FoliageSettingsArray	struct	SFoliageSimulationConfig
CTerrain	HardTiles	link	CTileLink
CTerrain	Lighting	link	CLightLink
CTerrain	NonFixedSkyboxModel	link	CModelLink
CTerrain	ReverbAmbient	link	CReverbLink
CTerrain	ReverbGlobal	link	CReverbLink
CTerrainObject	EditorModel	link	CModelLink
CTerrainObject	Footprint	link	CFootprintLink
CTerrainObject	TexSets	link	CTerrainLink
CTerrainTex	DoodadEntry	struct	STerrainDoodad
CTerrainTex	PhysicsMaterial	link	CPhysicsMaterialLink
CTexture	MovieSoundSettings	link	CSoundLink
CTexture	MovieSoundSettings5dot1	link	CSoundLink
CTexture	MovieSoundSettingsStereo	link	CSoundLink
CTrophy	GameModel	link	CModelLink
CTrophy	Skin	link	CSkinLink
CUnit	AbilArray	struct	SUnitAbilData
CUnit	AddedOnArray	struct	SAddedOnData
CUnit	AIEvaluateAlias	link	CUnitLink
CUnit	AINotifyEffect	link	CEffectLink
CUnit	BehaviorArray	struct	SUnitBehaviorData
CUnit	BuildOnAs	link	CUnitLink
CUnit	BuiltOn	link	CUnitLink
CUnit	CardLayouts	struct	SCardLayout
CUnit	DataCollection	link	CDataCollectionLink
CUnit	DeadFootprint	link	CFootprintLink
CUnit	EffectArray	link	CEffectLink
CUnit	EquipmentArray	struct	SUnitEquipment
CUnit	Footprint	link	CFootprintLink
CUnit	GlossaryAlias	link	CUnitLink
CUnit	GlossaryStrongArray	link	CUnitLink
CUnit	GlossaryWeakArray	link	CUnitLink
CUnit	HotkeyAlias	link	CUnitLink
CUnit	Item	link	CItemLink
CUnit	LeaderAlias	link	CUnitLink
CUnit	LootArray	link	CLootLink
CUnit	Mover	link	CMoverLink
CUnit	PlacementFootprint	link	CFootprintLink
CUnit	PowerupCost	struct	SCost
CUnit	PowerupEffect	link	CEffectLink
CUnit	Race	link	CRaceLink
CUnit	ResourceDamageLeech	struct	SUnitResourceRatio
CUnit	ReviveType	link	CUnitLink
CUnit	ScoreResult	link	CScoreResultLink
CUnit	SelectAlias	link	CUnitLink
CUnit	SubgroupAlias	link	CUnitLink
CUnit	TacticalAI	link	CTacticalLink
CUnit	TechTreeProducedUnitArray	link	CUnitLink
CUnit	TechTreeUnlockedUnitArray	link	CUnitLink
CUnit	TurretArray	link	CTurretLink
CUnit	WeaponArray	struct	SUnitWeaponData
CUnitHero	AbilArray	struct	SUnitAbilData
CUnitHero	AddedOnArray	struct	SAddedOnData
CUnitHero	AIEvaluateAlias	link	CUnitLink
CUnitHero	AINotifyEffect	link	CEffectLink
CUnitHero	AttributePointsInfoArray	struct	SAttributePointsInfo
CUnitHero	BehaviorArray	struct	SUnitBehaviorData
CUnitHero	BuildOnAs	link	CUnitLink
CUnitHero	BuiltOn	link	CUnitLink
CUnitHero	CardLayouts	struct	SCardLayout
CUnitHero	DataCollection	link	CDataCollectionLink
CUnitHero	DeadFootprint	link	CFootprintLink
CUnitHero	EffectArray	link	CEffectLink
CUnitHero	EquipmentArray	struct	SUnitEquipment
CUnitHero	Footprint	link	CFootprintLink
CUnitHero	GlossaryAlias	link	CUnitLink
CUnitHero	GlossaryStrongArray	link	CUnitLink
CUnitHero	GlossaryWeakArray	link	CUnitLink
CUnitHero	HotkeyAlias	link	CUnitLink
CUnitHero	Item	link	CItemLink
CUnitHero	LeaderAlias	link	CUnitLink
CUnitHero	LearnInfoArray	struct	SAbilLearnInfo
CUnitHero	LootArray	link	CLootLink
CUnitHero	MainAttribute	link	CBehaviorLink
CUnitHero	Mover	link	CMoverLink
CUnitHero	PlacementFootprint	link	CFootprintLink
CUnitHero	PowerupCost	struct	SCost
CUnitHero	PowerupEffect	link	CEffectLink
CUnitHero	Race	link	CRaceLink
CUnitHero	ResourceDamageLeech	struct	SUnitResourceRatio
CUnitHero	ReviveType	link	CUnitLink
CUnitHero	ScoreResult	link	CScoreResultLink
CUnitHero	SelectAlias	link	CUnitLink
CUnitHero	SubgroupAlias	link	CUnitLink
CUnitHero	TacticalAI	link	CTacticalLink
CUnitHero	TechTreeProducedUnitArray	link	CUnitLink
CUnitHero	TechTreeUnlockedUnitArray	link	CUnitLink
CUnitHero	TurretArray	link	CTurretLink
CUnitHero	WeaponArray	struct	SUnitWeaponData
CUpgrade	AffectedUnitArray	link	CUnitLink
CUpgrade	Alert	link	CAlertLink
CUpgrade	DataCollection	link	CDataCollectionLink
CUpgrade	EffectArray	struct	SUpgradeEffect
CUpgrade	EffectArrayTemplate	struct	SUpgradeEffectTemplate
CUpgrade	LeaderAlias	link	CUpgradeLink
CUpgrade	LevelButton	link	CButtonLink
CUpgrade	Race	link	CRaceLink
CUpgrade	ScoreResult	link	CScoreResultLink
CUpgrade	UnitAllowed	link	CUnitLink
CUpgrade	UnitDisallowed	link	CUnitLink
CUser	Fields	struct	SUserField
CUser	Instances	struct	SUserInstance
CValidatorCombine	CombineArray	link	CValidatorLink
CValidatorCompareTrackedUnitsCount	BehaviorLink	link	CBehaviorLink
CValidatorCompareTrackedUnitsCount	TrackedUnitValidatorArray	link	CValidatorLink
CValidatorCompareTrackedUnitsCount	TrackerUnit	struct	SEffectWhichUnit
CValidatorCondition	Else	link	CValidatorLink
CValidatorCondition	IfArray	struct	SValidatorCondition
CValidatorEffect	WhichEffect	link	CEffectLink
CValidatorEffectCompare	OtherEffect	link	CEffectLink
CValidatorEffectCompare	WhichEffect	link	CEffectLink
CValidatorEffectCompareDodged	OtherEffect	link	CEffectLink
CValidatorEffectCompareDodged	WhichEffect	link	CEffectLink
CValidatorEffectCompareEvaded	OtherEffect	link	CEffectLink
CValidatorEffectCompareEvaded	WhichEffect	link	CEffectLink
CValidatorEffectTreeUserData	BehaviorScope	struct	SEffectWhichBehavior
CValidatorEffectTreeUserData	Value	struct	SAccumulatedFixed
CValidatorFunction	Line	struct	SValidatorFunction
CValidatorGameCommanderActive	Commander	link	CCommanderLink
CValidatorGameCompareTerrain	Value	link	CTerrainLink
CValidatorIsUnitTracked	BehaviorLink	link	CBehaviorLink
CValidatorIsUnitTracked	TrackedUnit	struct	SEffectWhichUnit
CValidatorIsUnitTracked	TrackerUnit	struct	SEffectWhichUnit
CValidatorLocation	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationArc	OtherLocation	struct	SEffectWhichLocation
CValidatorLocationArc	Value	struct	SEffectWhichLocation
CValidatorLocationArc	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationCompareCliffLevel	OtherLocation	struct	SEffectWhichLocation
CValidatorLocationCompareCliffLevel	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationComparePower	FromUnit	struct	SEffectWhichUnit
CValidatorLocationComparePower	PowerSource	link	CBehaviorLink
CValidatorLocationComparePower	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationComparePower	WhichPlayer	struct	SEffectWhichPlayer
CValidatorLocationCompareRange	Value	struct	SEffectWhichLocation
CValidatorLocationCompareRange	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationCreep	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationCreep	WhichPlayer	struct	SEffectWhichPlayer
CValidatorLocationCrossChasm	OtherLocation	struct	SEffectWhichLocation
CValidatorLocationCrossChasm	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationCrossCliff	OtherLocation	struct	SEffectWhichLocation
CValidatorLocationCrossCliff	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationEnumArea	AreaArray	struct	SValidatorEnumArea
CValidatorLocationEnumArea	CombinedVitalUnit	struct	SEffectWhichUnit
CValidatorLocationEnumArea	ExcludeArray	struct	SEffectWhichUnit
CValidatorLocationEnumArea	IncludeArray	struct	SEffectWhichUnit
CValidatorLocationEnumArea	LaunchLocation	struct	SEffectWhichLocation
CValidatorLocationEnumArea	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationInPlayableMapArea	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationPathable	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationPlacement	FromUnit	struct	SEffectWhichUnit
CValidatorLocationPlacement	OtherUnit	struct	SEffectWhichUnit
CValidatorLocationPlacement	Unit	link	CUnitLink
CValidatorLocationPlacement	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationShrub	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationShrub	WhichPlayer	struct	SEffectWhichPlayer
CValidatorLocationType	None	link	CValidatorLink
CValidatorLocationType	Point	link	CValidatorLink
CValidatorLocationType	Unit	link	CValidatorLink
CValidatorLocationType	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationVision	WhichLocation	struct	SEffectWhichLocation
CValidatorLocationVision	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayer	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayer	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerAlliance	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerAlliance	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerAlliance	WithPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompare	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompare	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareDifficulty	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareDifficulty	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareFoodAvailable	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareFoodAvailable	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareFoodMade	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareFoodMade	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareFoodUsed	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareFoodUsed	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareRace	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareRace	Value	link	CRaceLink
CValidatorPlayerCompareRace	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareResource	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareResource	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareResult	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareResult	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareType	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerCompareType	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerFood	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerFood	TestUnitType	link	CUnitLink
CValidatorPlayerFood	TypeFallbackUnit	struct	SEffectWhichUnit
CValidatorPlayerFood	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerRequirement	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerRequirement	WhichPlayer	struct	SEffectWhichPlayer
CValidatorPlayerRequirement	WhichUnit	struct	SEffectWhichUnit
CValidatorPlayerTalent	OtherPlayer	struct	SEffectWhichPlayer
CValidatorPlayerTalent	Value	link	CTalentLink
CValidatorPlayerTalent	WhichPlayer	struct	SEffectWhichPlayer
CValidatorUnit	OtherUnit	struct	SEffectWhichUnit
CValidatorUnit	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitAbil	AbilLink	link	CAbilLink
CValidatorUnitAbil	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitAbil	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitAI	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitAI	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitAlliance	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitAlliance	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitAlliance	WithPlayer	struct	SEffectWhichPlayer
CValidatorUnitArmor	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitArmor	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitBehaviorStackAlias	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitBehaviorStackAlias	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitBehaviorState	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitBehaviorState	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCombatAI	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCombatAI	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompare	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompare	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareAbilLevel	AbilLink	link	CAbilLink
CValidatorUnitCompareAbilLevel	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareAbilLevel	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareAbilSkillPoint	AbilLink	link	CAbilLink
CValidatorUnitCompareAbilSkillPoint	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareAbilSkillPoint	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareAbilStage	Ability	link	CAbilLink
CValidatorUnitCompareAbilStage	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareAbilStage	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareAIAreaEvalRatio	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareAIAreaEvalRatio	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareAttackPriority	Attacker	struct	SEffectWhichUnit
CValidatorUnitCompareAttackPriority	AttackerAlternateType	link	CUnitLink
CValidatorUnitCompareAttackPriority	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareAttackPriority	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareBehaviorCount	Behavior	link	CBehaviorLink
CValidatorUnitCompareBehaviorCount	ExcludeCasterUnit	struct	SEffectWhichUnit
CValidatorUnitCompareBehaviorCount	ExcludeOriginPlayer	struct	SEffectWhichPlayer
CValidatorUnitCompareBehaviorCount	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareBehaviorCount	RequireCasterUnit	struct	SEffectWhichUnit
CValidatorUnitCompareBehaviorCount	RequireOriginPlayer	struct	SEffectWhichPlayer
CValidatorUnitCompareBehaviorCount	Value	struct	SAccumulatedUInt32
CValidatorUnitCompareBehaviorCount	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareCargo	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareCargo	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareChargeUsed	Ability	link	CAbilLink
CValidatorUnitCompareChargeUsed	Behavior	link	CBehaviorLink
CValidatorUnitCompareChargeUsed	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareChargeUsed	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareCooldown	Ability	link	CAbilLink
CValidatorUnitCompareCooldown	Behavior	link	CBehaviorLink
CValidatorUnitCompareCooldown	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareCooldown	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareDamageDealtTime	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareDamageDealtTime	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareDamageTakenTime	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareDamageTakenTime	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareDeath	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareDeath	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareDetectRange	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareDetectRange	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareField	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareField	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareHeight	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareHeight	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareKillCount	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareKillCount	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareMarkerCount	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareMarkerCount	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareMoverPhase	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareMoverPhase	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareOrderCount	AbilLink	link	CAbilLink
CValidatorUnitCompareOrderCount	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareOrderCount	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareOrderTargetRange	AbilLink	link	CAbilLink
CValidatorUnitCompareOrderTargetRange	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareOrderTargetRange	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitComparePowerSourceLevel	Behavior	link	CBehaviorLink
CValidatorUnitComparePowerSourceLevel	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitComparePowerSourceLevel	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitComparePowerUserLevel	Behavior	link	CBehaviorLink
CValidatorUnitComparePowerUserLevel	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitComparePowerUserLevel	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareRallyPointCount	AbilLink	link	CAbilLink
CValidatorUnitCompareRallyPointCount	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareRallyPointCount	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareResourceContents	Behavior	link	CBehaviorLink
CValidatorUnitCompareResourceContents	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareResourceContents	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareResourceHarvesters	Behavior	link	CBehaviorLink
CValidatorUnitCompareResourceHarvesters	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareResourceHarvesters	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareSpeed	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareSpeed	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareVeterancyLevel	Behavior	link	CBehaviorLink
CValidatorUnitCompareVeterancyLevel	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareVeterancyLevel	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareVital	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareVital	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitCompareVitality	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitCompareVitality	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitDetected	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitDetected	WhichPlayer	struct	SEffectWhichPlayer
CValidatorUnitDetected	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitFilters	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitFilters	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitFlying	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitFlying	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitInventory	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitInventory	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitInventoryContainsItem	Item	link	CUnitLink
CValidatorUnitInventoryContainsItem	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitInventoryContainsItem	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitInventoryIsFull	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitInventoryIsFull	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitInWeaponRange	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitInWeaponRange	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitKinetic	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitKinetic	Value	link	CKineticLink
CValidatorUnitKinetic	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitLastDamagePlayer	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitLastDamagePlayer	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitMissileNullified	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitMissileNullified	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitMover	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitMover	Value	link	CMoverLink
CValidatorUnitMover	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitOrder	AbilLink	link	CAbilLink
CValidatorUnitOrder	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitOrder	Target	struct	SEffectWhichLocation
CValidatorUnitOrder	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitOrderQueue	AbilLink	link	CAbilLink
CValidatorUnitOrderQueue	Item	link	CItemLink
CValidatorUnitOrderQueue	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitOrderQueue	Target	struct	SEffectWhichLocation
CValidatorUnitOrderQueue	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitOrderTargetPathable	AbilLink	link	CAbilLink
CValidatorUnitOrderTargetPathable	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitOrderTargetPathable	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitOrderTargetType	AbilLink	link	CAbilLink
CValidatorUnitOrderTargetType	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitOrderTargetType	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitPathable	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitPathable	WhichLocation	struct	SEffectWhichLocation
CValidatorUnitPathable	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitPathing	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitPathing	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitScanning	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitScanning	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitState	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitState	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitTestWeaponType	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitTestWeaponType	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitType	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitType	Value	link	CUnitLink
CValidatorUnitType	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitWeaponAnimating	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitWeaponAnimating	Weapon	link	CWeaponLink
CValidatorUnitWeaponAnimating	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitWeaponFiring	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitWeaponFiring	Weapon	link	CWeaponLink
CValidatorUnitWeaponFiring	WhichUnit	struct	SEffectWhichUnit
CValidatorUnitWeaponPlane	OtherUnit	struct	SEffectWhichUnit
CValidatorUnitWeaponPlane	WhichUnit	struct	SEffectWhichUnit
CVoiceOver	Character	link	CCharacterLink
CVoiceOver	Groups	struct	SVoiceOverGroup
CVoiceOver	Lines	struct	SVoiceOverLine
CVoiceOver	Skins	struct	SVoiceOverSkin
CVoicePack	ExampleLineArray	struct	SVoicePackExampleLine
CVoicePack	ParentBundle	link	CBundleLink
CVoicePack	UnlockedRewardArray	link	CRewardLink
CWater	BeachShoreline	link	CModelLink
CWater	CliffShoreline	link	CModelLink
